Sira,MAHALLE,IL,ILCE
13612,BÜKÜLMEZ,HATAY,REYHANLI
13613,CİLVEGÖZÜ,HATAY,REYHANLI
13614,NERGİZLİ MAHALLESİ,HATAY,REYHANLI
13615,ÇAKIRYİĞİT,HATAY,REYHANLI
13616,DAVUTPAŞAHÜYÜĞÜ,HATAY,REYHANLI
13617,FEVZİPAŞA,HATAY,REYHANLI
13618,GAZİMÜRSELTEPESİ,HATAY,REYHANLI
13619,GÖKTEPE,HATAY,REYHANLI
13620,KARACANLIK,HATAY,REYHANLI
13621,KARAHÜYÜK,HATAY,REYHANLI
13622,KARASÜLEYMANLI,HATAY,REYHANLI
13623,HARRAN,HATAY,REYHANLI
13624,KONUK,HATAY,REYHANLI
13625,KULETEPE,HATAY,REYHANLI
13626,ÖZ KURTULUŞ,HATAY,REYHANLI
13627,KUŞAKLI,HATAY,REYHANLI
13628,MEHMETBEYLİ,HATAY,REYHANLI
13629,OĞULPINAR,HATAY,REYHANLI
13630,PAŞAKÖY,HATAY,REYHANLI
13631,PAŞAHÖYÜK,HATAY,REYHANLI
13632,SULUKÖY,HATAY,REYHANLI
13633,TAYFUR SÖKMEN,HATAY,REYHANLI
13634,TERZİHÜYÜK,HATAY,REYHANLI
13635,UZUNKAVAK,HATAY,REYHANLI
13636,ÜÇTEPE,HATAY,REYHANLI
13637,VARIŞLI,HATAY,REYHANLI
13638,ÇÖĞÜRLÜ,HATAY,SAMANDAĞ
13639,ERİKLİKUYU,HATAY,SAMANDAĞ
13640,GÖZENE,HATAY,SAMANDAĞ
13641,HIDIRBEY,HATAY,SAMANDAĞ
13642,KAPISUYU,HATAY,SAMANDAĞ
13643,MEYDAN,HATAY,SAMANDAĞ
13644,VAKIFKÖY,HATAY,SAMANDAĞ
13645,YEŞİLKÖY,HATAY,SAMANDAĞ
13646,YEŞİLYAZI,HATAY,SAMANDAĞ
13647,YOĞUNOLUK,HATAY,SAMANDAĞ
13648,KARAÇAY,HATAY,SAMANDAĞ
13649,ATAKÖY,HATAY,SAMANDAĞ
13650,BÜYÜKOBA,HATAY,SAMANDAĞ
13651,CEYLANDERE,HATAY,SAMANDAĞ
13652,ÇAMLIYAYLA,HATAY,SAMANDAĞ
13653,ÇANAKOLUK,HATAY,SAMANDAĞ
13654,YENİKÖY,HATAY,SAMANDAĞ
13655,SELDİREN,HATAY,SAMANDAĞ
13656,HUZURLU,HATAY,SAMANDAĞ
13657,FİDANLI,HATAY,SAMANDAĞ
13658,ÇUBUKLU,HATAY,SAMANDAĞ
13659,AVCILAR,HATAY,SAMANDAĞ
13660,TOMRUKSUYU,HATAY,SAMANDAĞ
13661,MIZRAKLI,HATAY,SAMANDAĞ
13662,KOYUNOĞLU,HATAY,SAMANDAĞ
13663,KUŞALANI,HATAY,SAMANDAĞ
13664,MAĞARACIK,HATAY,SAMANDAĞ
13665,SUTAŞI,HATAY,SAMANDAĞ
13666,TEKEBAŞI,HATAY,SAMANDAĞ
13667,DEĞİRMENBAŞI,HATAY,SAMANDAĞ
13668,UZUNBAĞ,HATAY,SAMANDAĞ
13669,YAYLICA,HATAY,SAMANDAĞ
13670,BATIAYAZ,HATAY,SAMANDAĞ
13671,ÇİĞDEDE,HATAY,SAMANDAĞ
13672,DENİZ,HATAY,SAMANDAĞ
13673,KURTDERESİ,HATAY,SAMANDAĞ
13674,YENİ,HATAY,SAMANDAĞ
13675,YEŞİLADA,HATAY,SAMANDAĞ
13676,ATATÜRK,HATAY,SAMANDAĞ
13677,CUMHURİYET,HATAY,SAMANDAĞ
13678,CEMALGÜRSEL,HATAY,SAMANDAĞ
13679,ŞÜKRÜ KANATLI,HATAY,SAMANDAĞ
13680,ÇAMALTI,HATAY,YAYLADAĞI
13681,TUTLUBAHÇE,HATAY,YAYLADAĞI
13682,KURTULUŞ,HATAY,YAYLADAĞI
13683,KIŞLAK,HATAY,YAYLADAĞI
13684,BEZGE,HATAY,YAYLADAĞI
13685,KARAKÖSE,HATAY,YAYLADAĞI
13686,ÇAYIR,HATAY,YAYLADAĞI
13687,ŞENKÖY,HATAY,YAYLADAĞI
13688,YONCAKAYA,HATAY,YAYLADAĞI
13689,YUKARIOKÇULAR,HATAY,YAYLADAĞI
13690,BOZLU,HATAY,YAYLADAĞI
13691,ÇATBAŞI,HATAY,YAYLADAĞI
13692,TURFANDA,HATAY,YAYLADAĞI
13693,ÇAKSINA,HATAY,YAYLADAĞI
13694,KÖSRELİK,HATAY,YAYLADAĞI
13695,AŞAĞIPULLUYAZI,HATAY,YAYLADAĞI
13696,ÇABALA,HATAY,YAYLADAĞI
13697,ÇANDIR,HATAY,YAYLADAĞI
13698,EĞERCİ,HATAY,YAYLADAĞI
13699,DUSDURU,HATAY,YAYLADAĞI
13700,GÜRIŞIK,HATAY,YAYLADAĞI
13701,GÜZELYURT,HATAY,YAYLADAĞI
13702,KIZILÇAT,HATAY,YAYLADAĞI
13703,KULAÇ,HATAY,YAYLADAĞI
13704,LEYLEKLİ,HATAY,YAYLADAĞI
13705,OLGUNLAR,HATAY,YAYLADAĞI
13706,ŞAKŞAK,HATAY,YAYLADAĞI
13707,YALAZ,HATAY,YAYLADAĞI
13708,YENİCEKÖY,HATAY,YAYLADAĞI
13709,YUKARIPULLUYAZI,HATAY,YAYLADAĞI
13710,ARSLANYAZI,HATAY,YAYLADAĞI
13711,AYIŞIĞI,HATAY,YAYLADAĞI
13712,GÖRENTAŞ,HATAY,YAYLADAĞI
13713,GÜVEÇÇİ,HATAY,YAYLADAĞI
13714,HİSARCIK,HATAY,YAYLADAĞI
13715,SUNGUR,HATAY,YAYLADAĞI
13716,SÜRÜTME,HATAY,YAYLADAĞI
13717,ULUYOL,HATAY,YAYLADAĞI
13718,ÜÇIRMAK,HATAY,YAYLADAĞI
13719,AYDINBAHÇE,HATAY,YAYLADAĞI
13720,ÇAKIKÖY,HATAY,YAYLADAĞI
13721,DENİZGÖREN,HATAY,YAYLADAĞI
13722,GÖZLÜCE,HATAY,YAYLADAĞI
13723,KARACURUN,HATAY,YAYLADAĞI
13724,SEBENOBA,HATAY,YAYLADAĞI
13725,YAYIKDAMLAR,HATAY,YAYLADAĞI
13726,YEŞİLTEPE,HATAY,YAYLADAĞI
16237,GERGER,KAHRAMANMARAŞ,AFŞİN
16238,BERÇENEK,KAHRAMANMARAŞ,AFŞİN
16239,TANIR,KAHRAMANMARAŞ,AFŞİN
16240,AFŞİNBEY,KAHRAMANMARAŞ,AFŞİN
16241,ALPASLAN,KAHRAMANMARAŞ,AFŞİN
16242,BEYCEĞİZ,KAHRAMANMARAŞ,AFŞİN
16243,DEDEBABA,KAHRAMANMARAŞ,AFŞİN
16244,EFSUZTURAN,KAHRAMANMARAŞ,AFŞİN
16245,GAZİOSMANPAŞA,KAHRAMANMARAŞ,AFŞİN
16246,KALE,KAHRAMANMARAŞ,AFŞİN
16247,PINARBAŞI,KAHRAMANMARAŞ,AFŞİN
16248,YEŞİLYURT,KAHRAMANMARAŞ,AFŞİN
16249,ALEMDAR,KAHRAMANMARAŞ,AFŞİN
16250,ARITAŞ,KAHRAMANMARAŞ,AFŞİN
16251,BAKRAÇ,KAHRAMANMARAŞ,AFŞİN
16252,ÇOBANBEYLİ,KAHRAMANMARAŞ,AFŞİN
16253,ÇOĞULHAN,KAHRAMANMARAŞ,AFŞİN
16254,ESENCE,KAHRAMANMARAŞ,AFŞİN
16255,ALTUNELMA,KAHRAMANMARAŞ,AFŞİN
16256,BÜYÜKTATLI,KAHRAMANMARAŞ,AFŞİN
16257,MARABUZ,KAHRAMANMARAŞ,AFŞİN
16258,KABAAĞAÇ,KAHRAMANMARAŞ,AFŞİN
16259,KARAGÖZ,KAHRAMANMARAŞ,AFŞİN
16260,ANZOREY,KAHRAMANMARAŞ,AFŞİN
16261,KÖTÜRE,KAHRAMANMARAŞ,AFŞİN
16262,KUŞKAYASI,KAHRAMANMARAŞ,AFŞİN
16263,NADİRKÖY,KAHRAMANMARAŞ,AFŞİN
16264,MEHRE,KAHRAMANMARAŞ,AFŞİN
16265,ÖRDEKKÖY,KAHRAMANMARAŞ,AFŞİN
16266,ÖRENDERESİ,KAHRAMANMARAŞ,AFŞİN
16267,SOĞUCAK,KAHRAMANMARAŞ,AFŞİN
16268,TÜRKÇAYIRI,KAHRAMANMARAŞ,AFŞİN
16269,TÜRKSEVİN,KAHRAMANMARAŞ,AFŞİN
16270,YAZIDERE,KAHRAMANMARAŞ,AFŞİN
16271,YAZIKÖY,KAHRAMANMARAŞ,AFŞİN
16272,ARMUTALANI,KAHRAMANMARAŞ,AFŞİN
16273,BÜGET,KAHRAMANMARAŞ,AFŞİN
16274,ÇOMUDÜZ,KAHRAMANMARAŞ,AFŞİN
16275,DOKUZTAY,KAHRAMANMARAŞ,AFŞİN
16276,HATİCEPINAR,KAHRAMANMARAŞ,AFŞİN
16277,İNCİKÖY,KAHRAMANMARAŞ,AFŞİN
16278,İNCİRLİ,KAHRAMANMARAŞ,AFŞİN
16279,KANGAL,KAHRAMANMARAŞ,AFŞİN
16280,KAŞANLI,KAHRAMANMARAŞ,AFŞİN
16281,KOÇOVASI,KAHRAMANMARAŞ,AFŞİN
16282,OĞLAKKAYA,KAHRAMANMARAŞ,AFŞİN
16283,ÖRENLİ,KAHRAMANMARAŞ,AFŞİN
16284,SÖĞÜTDERE,KAHRAMANMARAŞ,AFŞİN
16285,KÜÇÜK TATLAR,KAHRAMANMARAŞ,AFŞİN
16286,TOPAKTAŞ,KAHRAMANMARAŞ,AFŞİN
16287,HURMAN,KAHRAMANMARAŞ,AFŞİN
16288,AĞCAŞAR,KAHRAMANMARAŞ,AFŞİN
16289,ALİMPINAR,KAHRAMANMARAŞ,AFŞİN
16290,ALTAŞ,KAHRAMANMARAŞ,AFŞİN
16291,BAŞÜSTÜ,KAHRAMANMARAŞ,AFŞİN
16292,BİNBOĞA,KAHRAMANMARAŞ,AFŞİN
16293,BÜYÜKSEVİN,KAHRAMANMARAŞ,AFŞİN
16294,ÇAĞULHAN,KAHRAMANMARAŞ,AFŞİN
16295,ÇUKURPINAR,KAHRAMANMARAŞ,AFŞİN
16296,DEVEBOYNU,KAHRAMANMARAŞ,AFŞİN
16297,EMİRİLYAS,KAHRAMANMARAŞ,AFŞİN
16298,EMİRLİ,KAHRAMANMARAŞ,AFŞİN
16299,ERÇENE,KAHRAMANMARAŞ,AFŞİN
16300,GÖZPINARI,KAHRAMANMARAŞ,AFŞİN
16301,HÜYÜKLÜ,KAHRAMANMARAŞ,AFŞİN
16302,İĞDEMLİK,KAHRAMANMARAŞ,AFŞİN
16303,AKÇAKOYUNLU,KAHRAMANMARAŞ,ANDIRIN
16304,AKGÜMÜŞ,KAHRAMANMARAŞ,ANDIRIN
16305,ALAMEŞE,KAHRAMANMARAŞ,ANDIRIN
16306,ALANLI,KAHRAMANMARAŞ,ANDIRIN
16307,ALINOLUK,KAHRAMANMARAŞ,ANDIRIN
16308,ALTINYAYLA,KAHRAMANMARAŞ,ANDIRIN
16309,ANACIK,KAHRAMANMARAŞ,ANDIRIN
16310,ARIKLAR,KAHRAMANMARAŞ,ANDIRIN
16311,BAŞDOĞAN,KAHRAMANMARAŞ,ANDIRIN
16312,BEKTAŞLI,KAHRAMANMARAŞ,ANDIRIN
16313,BEŞBUCAK,KAHRAMANMARAŞ,ANDIRIN
16314,BOĞAZÖREN,KAHRAMANMARAŞ,ANDIRIN
16315,BOSTANLI,KAHRAMANMARAŞ,ANDIRIN
16316,BOYNUYOĞUNLU,KAHRAMANMARAŞ,ANDIRIN
16317,BOZTOPRAKLI,KAHRAMANMARAŞ,ANDIRIN
16318,BULGURKAYA,KAHRAMANMARAŞ,ANDIRIN
16319,CAMUZLUK,KAHRAMANMARAŞ,ANDIRIN
16320,ÇİÇEKLİ,KAHRAMANMARAŞ,ANDIRIN
16321,ÇUHADARLI,KAHRAMANMARAŞ,ANDIRIN
16322,DARIOVASI,KAHRAMANMARAŞ,ANDIRIN
16323,EFİRAĞIZLI,KAHRAMANMARAŞ,ANDIRIN
16324,EMİRLER,KAHRAMANMARAŞ,ANDIRIN
16325,ERENLER,KAHRAMANMARAŞ,ANDIRIN
16326,GÖKAHMETLİ,KAHRAMANMARAŞ,ANDIRIN
16327,GÖKÇELİ,KAHRAMANMARAŞ,ANDIRIN
16328,GÖKGEDİK,KAHRAMANMARAŞ,ANDIRIN
16329,HACIVELİUŞAĞI,KAHRAMANMARAŞ,ANDIRIN
16330,KABAAĞAÇ,KAHRAMANMARAŞ,ANDIRIN
16331,KABAKLAR,KAHRAMANMARAŞ,ANDIRIN
16332,KARAPINAR,KAHRAMANMARAŞ,ANDIRIN
16333,KARGAÇAYIRI,KAHRAMANMARAŞ,ANDIRIN
16334,KIYIKÇI,KAHRAMANMARAŞ,ANDIRIN
16335,KIZIK,KAHRAMANMARAŞ,ANDIRIN
16336,KÖKLÜ,KAHRAMANMARAŞ,ANDIRIN
16337,KÖLELİ,KAHRAMANMARAŞ,ANDIRIN
16338,KUMARLI,KAHRAMANMARAŞ,ANDIRIN
16339,KUZGUN,KAHRAMANMARAŞ,ANDIRIN
16340,SUMAKLI,KAHRAMANMARAŞ,ANDIRIN
16341,TATARLI,KAHRAMANMARAŞ,ANDIRIN
16342,TORUN,KAHRAMANMARAŞ,ANDIRIN
16343,YENİKÖY,KAHRAMANMARAŞ,ANDIRIN
16344,YEŞİLYURT,KAHRAMANMARAŞ,ANDIRIN
16345,ÇOKAK,KAHRAMANMARAŞ,ANDIRIN
16346,AKİFİYE,KAHRAMANMARAŞ,ANDIRIN
16347,ALTINBOĞA,KAHRAMANMARAŞ,ANDIRIN
16348,CAMBAZ,KAHRAMANMARAŞ,ANDIRIN
16349,ÇİĞŞAR,KAHRAMANMARAŞ,ANDIRIN
16350,ORHANİYE,KAHRAMANMARAŞ,ANDIRIN
16351,RİFATİYE,KAHRAMANMARAŞ,ANDIRIN
16352,GEBEN,KAHRAMANMARAŞ,ANDIRIN
16353,YEŞİLOVA,KAHRAMANMARAŞ,ANDIRIN
16354,YEŞİLTEPE,KAHRAMANMARAŞ,ANDIRIN
16355,OSMANCIK,KAHRAMANMARAŞ,ANDIRIN
16356,YENİ,KAHRAMANMARAŞ,ANDIRIN
16357,PINARBAŞI,KAHRAMANMARAŞ,ANDIRIN
16358,TUFANPAŞA,KAHRAMANMARAŞ,ANDIRIN
16359,KALEBOYNU,KAHRAMANMARAŞ,ANDIRIN
16360,BAYIRLI,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16361,HELETE CUMHURİYET,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16362,HELETE YEŞİLOBA,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16363,FATİH,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16364,İSTİKLAL,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16365,AKDERE,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16366,AKSU,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16367,ENGİZEK,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16368,BOZLAR,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16369,HELETE KARADAĞ,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16370,BOYLU,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16371,BÖLÜKDAMLAR,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16372,EMİRUŞAĞI,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16373,KÜÇÜKCERİT,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16374,KÜÇÜKÜNGÜT,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16375,KALEKÖY,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16376,ORUÇPINAR,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16377,SOĞUKPINAR,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16378,ZEYNEPUŞAĞI,KAHRAMANMARAŞ,ÇAĞLAYANCERİT
16379,YENİKENT,KAHRAMANMARAŞ,DULKADİROĞLU
16380,DELİLKÖY,KAHRAMANMARAŞ,DULKADİROĞLU
16381,ARSLANBEY ÇİFTLİĞİ,KAHRAMANMARAŞ,DULKADİROĞLU
16382,ÇINARLI,KAHRAMANMARAŞ,DULKADİROĞLU
16383,SEYRANTEPE,KAHRAMANMARAŞ,DULKADİROĞLU
16384,SÖĞÜTLÜ,KAHRAMANMARAŞ,DULKADİROĞLU
16385,ESKİNARLI,KAHRAMANMARAŞ,DULKADİROĞLU
16386,DENİZLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16387,DOĞANLIKARAHASAN,KAHRAMANMARAŞ,DULKADİROĞLU
16388,MAKSUTUŞAĞI,KAHRAMANMARAŞ,DULKADİROĞLU
16389,AĞABEYLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16390,BAŞDERVİŞLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16391,BOYALI,KAHRAMANMARAŞ,DULKADİROĞLU
16392,BUDAKLI,KAHRAMANMARAŞ,DULKADİROĞLU
16393,ÇATMAYAYLA,KAHRAMANMARAŞ,DULKADİROĞLU
16394,ÇOBANLI,KAHRAMANMARAŞ,DULKADİROĞLU
16395,HACIEYÜPLÜ,KAHRAMANMARAŞ,DULKADİROĞLU
16396,KABASAKAL,KAHRAMANMARAŞ,DULKADİROĞLU
16397,KARAMANLI,KAHRAMANMARAŞ,DULKADİROĞLU
16398,KEMALLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16399,KILAĞLI,KAHRAMANMARAŞ,DULKADİROĞLU
16400,YENİPINAR,KAHRAMANMARAŞ,DULKADİROĞLU
16401,NAVRUZLU,KAHRAMANMARAŞ,DULKADİROĞLU
16402,ÖKSÜZLÜ,KAHRAMANMARAŞ,DULKADİROĞLU
16403,PEYNİRDERE,KAHRAMANMARAŞ,DULKADİROĞLU
16404,SARIKAYA,KAHRAMANMARAŞ,DULKADİROĞLU
16405,SİVRİCEHÜYÜK,KAHRAMANMARAŞ,DULKADİROĞLU
16406,ŞEREFOĞLU,KAHRAMANMARAŞ,DULKADİROĞLU
16407,TEVEKKELLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16408,ULUTAŞ,KAHRAMANMARAŞ,DULKADİROĞLU
16409,YENİYURT,KAHRAMANMARAŞ,DULKADİROĞLU
16410,BEŞENLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16411,ABBASLAR,KAHRAMANMARAŞ,DULKADİROĞLU
16412,AKYAR,KAHRAMANMARAŞ,DULKADİROĞLU
16413,AYAKLICAOLUK,KAHRAMANMARAŞ,DULKADİROĞLU
16414,BULANIK,KAHRAMANMARAŞ,DULKADİROĞLU
16415,ÇOKYAŞAR,KAHRAMANMARAŞ,DULKADİROĞLU
16416,ÇİĞLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16417,DEREKÖY,KAHRAMANMARAŞ,DULKADİROĞLU
16418,DERELİ,KAHRAMANMARAŞ,DULKADİROĞLU
16419,EKBEROĞLU,KAHRAMANMARAŞ,DULKADİROĞLU
16420,ELMALAR,KAHRAMANMARAŞ,DULKADİROĞLU
16421,GAFFARLI,KAHRAMANMARAŞ,DULKADİROĞLU
16422,GÖLLÜ,KAHRAMANMARAŞ,DULKADİROĞLU
16423,GÜZELYURT,KAHRAMANMARAŞ,DULKADİROĞLU
16424,HALKAÇAYIRI,KAHRAMANMARAŞ,DULKADİROĞLU
16425,KAPIÇAM,KAHRAMANMARAŞ,DULKADİROĞLU
16426,KARTAL,KAHRAMANMARAŞ,DULKADİROĞLU
16427,KOCALAR,KAHRAMANMARAŞ,DULKADİROĞLU
16428,KOZLUDERE,KAHRAMANMARAŞ,DULKADİROĞLU
16429,KUZUCAK,KAHRAMANMARAŞ,DULKADİROĞLU
16430,KÜÇÜKNACAR,KAHRAMANMARAŞ,DULKADİROĞLU
16431,KAZANLIPINAR,KAHRAMANMARAŞ,DULKADİROĞLU
16432,KÜPELİKIZ,KAHRAMANMARAŞ,DULKADİROĞLU
16433,BAYDEMİRLİ,KAHRAMANMARAŞ,DULKADİROĞLU
16434,DEMİRCİLER,KAHRAMANMARAŞ,DULKADİROĞLU
16435,BAHÇELİ,KAHRAMANMARAŞ,DULKADİROĞLU
16436,EGEMENLİK,KAHRAMANMARAŞ,DULKADİROĞLU
16437,YAHYA KEMAL,KAHRAMANMARAŞ,DULKADİROĞLU
16438,YAVUZSELİM,KAHRAMANMARAŞ,DULKADİROĞLU
16439,GENÇ OSMAN,KAHRAMANMARAŞ,DULKADİROĞLU
16440,PINARBAŞI,KAHRAMANMARAŞ,DULKADİROĞLU
16441,SENEM AYŞE,KAHRAMANMARAŞ,DULKADİROĞLU
16442,ŞEYH ŞAMİL,KAHRAMANMARAŞ,DULKADİROĞLU
16443,OSMANBEY,KAHRAMANMARAŞ,DULKADİROĞLU
16444,DOĞUKENT,KAHRAMANMARAŞ,DULKADİROĞLU
16445,EYÜP SULTAN,KAHRAMANMARAŞ,DULKADİROĞLU
16446,DİVANLI,KAHRAMANMARAŞ,DULKADİROĞLU
16447,İSMETPAŞA,KAHRAMANMARAŞ,DULKADİROĞLU
16448,KANUNİ,KAHRAMANMARAŞ,DULKADİROĞLU
16449,İSA DİVANLI,KAHRAMANMARAŞ,DULKADİROĞLU
16450,DURAKLI,KAHRAMANMARAŞ,DULKADİROĞLU
16451,KAYABAŞI,KAHRAMANMARAŞ,DULKADİROĞLU
16452,KURTULUŞ,KAHRAMANMARAŞ,DULKADİROĞLU
16453,MEHMET AKİF,KAHRAMANMARAŞ,DULKADİROĞLU
16454,MENDERES,KAHRAMANMARAŞ,DULKADİROĞLU
16455,NAMIK KEMAL,KAHRAMANMARAŞ,DULKADİROĞLU
16456,SAKARYA,KAHRAMANMARAŞ,DULKADİROĞLU
16457,SÜMER,KAHRAMANMARAŞ,DULKADİROĞLU
16458,SÜTÇÜ İMAM,KAHRAMANMARAŞ,DULKADİROĞLU
16459,TURAN,KAHRAMANMARAŞ,DULKADİROĞLU
16460,YENİŞEHİR,KAHRAMANMARAŞ,DULKADİROĞLU
16461,BAĞLARBAŞI,KAHRAMANMARAŞ,DULKADİROĞLU
16462,BALLICA,KAHRAMANMARAŞ,DULKADİROĞLU
16463,BAYAZITLI,KAHRAMANMARAŞ,DULKADİROĞLU
16464,BAHÇELİEVLER,KAHRAMANMARAŞ,DULKADİROĞLU
16465,ŞEYH ADİL,KAHRAMANMARAŞ,DULKADİROĞLU
16466,AKSU,KAHRAMANMARAŞ,DULKADİROĞLU
16467,ASLANBEY,KAHRAMANMARAŞ,DULKADİROĞLU
16468,DULKADİROĞLU,KAHRAMANMARAŞ,DULKADİROĞLU
16469,EKMEKÇİ,KAHRAMANMARAŞ,DULKADİROĞLU
16470,ERKENEZ,KAHRAMANMARAŞ,DULKADİROĞLU
16471,FEVZİPAŞA,KAHRAMANMARAŞ,DULKADİROĞLU
16472,GAZİPAŞA,KAHRAMANMARAŞ,DULKADİROĞLU
16473,GÜNEŞEVLER,KAHRAMANMARAŞ,DULKADİROĞLU
16474,YUSUFHACILI,KAHRAMANMARAŞ,DULKADİROĞLU
16475,İSTASYON,KAHRAMANMARAŞ,DULKADİROĞLU
16476,ALİBEYUŞAĞI,KAHRAMANMARAŞ,DULKADİROĞLU
16477,YEŞİLTEPE,KAHRAMANMARAŞ,DULKADİROĞLU
16478,KARATAŞ,KAHRAMANMARAŞ,DULKADİROĞLU
16479,FERHUŞ,KAHRAMANMARAŞ,DULKADİROĞLU
16480,MAMARAŞ,KAHRAMANMARAŞ,DULKADİROĞLU
16481,KARŞIYAKA,KAHRAMANMARAŞ,DULKADİROĞLU
16482,KIRIM,KAHRAMANMARAŞ,DULKADİROĞLU
16483,KARAZİYARET,KAHRAMANMARAŞ,DULKADİROĞLU
16484,MAARİF,KAHRAMANMARAŞ,EKİNÖZÜ
16485,ÖZTÜRK,KAHRAMANMARAŞ,EKİNÖZÜ
16486,İÇMELER,KAHRAMANMARAŞ,EKİNÖZÜ
16487,TÜRKELİ,KAHRAMANMARAŞ,EKİNÖZÜ
16488,ATAKÖY,KAHRAMANMARAŞ,EKİNÖZÜ
16489,GAZİLER,KAHRAMANMARAŞ,EKİNÖZÜ
16490,AKPINAR,KAHRAMANMARAŞ,EKİNÖZÜ
16491,ALİŞAR,KAHRAMANMARAŞ,EKİNÖZÜ
16492,ALTINYAPRAK,KAHRAMANMARAŞ,EKİNÖZÜ
16493,ANBAR,KAHRAMANMARAŞ,EKİNÖZÜ
16494,ÇİFTLİKKALE,KAHRAMANMARAŞ,EKİNÖZÜ
16495,ÇİFTLİKKÖY,KAHRAMANMARAŞ,EKİNÖZÜ
16496,DEMİRLİK,KAHRAMANMARAŞ,EKİNÖZÜ
16497,GÖZPINAR,KAHRAMANMARAŞ,EKİNÖZÜ
16498,KABAKTEPE,KAHRAMANMARAŞ,EKİNÖZÜ
16499,KANDİLKÖY,KAHRAMANMARAŞ,EKİNÖZÜ
16500,KÜRTÜL,KAHRAMANMARAŞ,EKİNÖZÜ
16501,ORTAÖREN,KAHRAMANMARAŞ,EKİNÖZÜ
16502,SOYSALLI,KAHRAMANMARAŞ,EKİNÖZÜ
16503,TÜRKMENLER,KAHRAMANMARAŞ,EKİNÖZÜ
16504,YENİKÖY,KAHRAMANMARAŞ,EKİNÖZÜ
16505,AĞLICA,KAHRAMANMARAŞ,ELBİSTAN
16506,AKARCA,KAHRAMANMARAŞ,ELBİSTAN
16507,AKÖREN,KAHRAMANMARAŞ,ELBİSTAN
16508,ALEMBEY,KAHRAMANMARAŞ,ELBİSTAN
16509,ALKAYAOĞLU,KAHRAMANMARAŞ,ELBİSTAN
16510,BALIKÇIL,KAHRAMANMARAŞ,ELBİSTAN
16511,BEŞTEPE,KAHRAMANMARAŞ,ELBİSTAN
16512,BEYYURDU,KAHRAMANMARAŞ,ELBİSTAN
16513,ÇATOVA,KAHRAMANMARAŞ,ELBİSTAN
16514,ÇITLIK,KAHRAMANMARAŞ,ELBİSTAN
16515,ÇİÇEKKÖY,KAHRAMANMARAŞ,ELBİSTAN
16516,ELDELEK,KAHRAMANMARAŞ,ELBİSTAN
16517,ELMALI,KAHRAMANMARAŞ,ELBİSTAN
16518,EVCİHÜYÜK,KAHRAMANMARAŞ,ELBİSTAN
16519,FAKIOĞLU,KAHRAMANMARAŞ,ELBİSTAN
16520,GÖKÇEK,KAHRAMANMARAŞ,ELBİSTAN
16521,GÜMÜŞDÖVEN,KAHRAMANMARAŞ,ELBİSTAN
16522,GÜNDERE,KAHRAMANMARAŞ,ELBİSTAN
16523,GÜPLÜCE,KAHRAMANMARAŞ,ELBİSTAN
16524,GÜVERCİNLİK,KAHRAMANMARAŞ,ELBİSTAN
16525,HACIHASANLI,KAHRAMANMARAŞ,ELBİSTAN
16526,HASANKENDİ,KAHRAMANMARAŞ,ELBİSTAN
16527,HORHOR,KAHRAMANMARAŞ,ELBİSTAN
16528,İKİZPINARI,KAHRAMANMARAŞ,ELBİSTAN
16529,İNCECİK,KAHRAMANMARAŞ,ELBİSTAN
16530,KALAYCIK,KAHRAMANMARAŞ,ELBİSTAN
16531,KALEALTI,KAHRAMANMARAŞ,ELBİSTAN
16532,KANGAL,KAHRAMANMARAŞ,ELBİSTAN
16533,KARAHÜYÜK,KAHRAMANMARAŞ,ELBİSTAN
16534,KARAMAĞARA,KAHRAMANMARAŞ,ELBİSTAN
16535,KAYAGEÇİT,KAHRAMANMARAŞ,ELBİSTAN
16536,KEÇEMAĞARA,KAHRAMANMARAŞ,ELBİSTAN
16537,KIŞLAKÖY,KAHRAMANMARAŞ,ELBİSTAN
16538,KÖRÜCEK,KAHRAMANMARAŞ,ELBİSTAN
